lot_id,cota_cena_m
S05-Q13-B005-L041,33.538
S03-Q14-B008-L025,-15.884
S05-Q13-B005-L042,32.858
S06-Q20-B007-L031,-31.631
S03-Q14-B008-L026,-16.976
S05-Q13-B005-L043,36.452
S04-Q21-B010-L017,102.507
S03-Q14-B008-L027,-18.457
S05-Q13-B005-L044,35.948
S03-Q14-B008-L028,-18.023
S06-Q20-B007-L032,-32.626
S05-Q13-B005-L045,35.220
S03-Q14-B008-L029,-17.398
S05-Q13-B005-L046,34.746
S03-Q14-B008-L030,-13.016
S04-Q21-B010-L018,103.006
S01-Q12-B012-L005,-35.563
S03-Q14-B008-L031,-14.825
S05-Q13-B005-L047,34.610
S06-Q20-B007-L033,-28.522
S03-Q14-B008-L032,-15.933
S02-Q15-B003-L012,-21.925
S05-Q13-B005-L048,34.029
S03-Q14-B008-L033,-16.549
S05-Q13-B006-L001,62.747
S04-Q21-B010-L019,102.061
S03-Q14-B008-L034,-16.085
S06-Q20-B007-L034,-29.543
S05-Q13-B006-L002,62.492
S03-Q14-B008-L035,-15.220
S05-Q13-B006-L003,62.343
S03-Q14-B008-L036,-12.735
S05-Q13-B006-L004,62.657
S03-Q14-B008-L037,-14.463
S06-Q20-B007-L035,-30.862
S04-Q21-B010-L020,96.402
S01-Q12-B012-L006,-33.122
S03-Q14-B008-L038,-15.703
S05-Q13-B006-L005,63.023
S03-Q14-B008-L039,-15.468
S05-Q13-B006-L006,63.519
S03-Q14-B008-L040,-15.237
S06-Q20-B007-L036,-32.294
S05-Q13-B006-L007,62.570
S03-Q14-B008-L041,-14.976
S04-Q21-B010-L021,97.510
S05-Q13-B006-L008,62.514
S02-Q15-B003-L013,-21.625
S03-Q14-B009-L001,9.708
S05-Q13-B006-L009,62.303
S06-Q20-B007-L037,-27.777
S03-Q14-B009-L002,8.883
S05-Q13-B006-L010,62.413
S03-Q14-B009-L003,7.858
S01-Q12-B012-L007,-33.684
S04-Q21-B010-L022,97.546
S05-Q13-B006-L011,63.055
S03-Q14-B009-L004,6.711
S06-Q20-B007-L038,-28.821
S03-Q14-B009-L005,5.565
S05-Q13-B006-L012,63.733
S03-Q14-B009-L006,4.837
S05-Q13-B006-L013,62.537
S03-Q14-B009-L007,4.218
S04-Q21-B010-L023,97.378
S05-Q13-B006-L014,62.532
S06-Q20-B007-L039,-30.541
S03-Q14-B009-L008,9.055
S05-Q13-B006-L015,62.446
S03-Q14-B009-L009,8.189
S05-Q13-B006-L016,62.518
S03-Q14-B009-L010,7.063
S06-Q20-B007-L040,-31.982
S02-Q15-B003-L014,-21.499
S01-Q12-B012-L008,-34.352
S05-Q13-B006-L017,63.084
S04-Q21-B010-L024,94.681
S03-Q14-B009-L011,6.004
S03-Q14-B009-L012,5.352
S05-Q13-B006-L018,63.702
S03-Q14-B009-L013,4.850
S05-Q13-B006-L019,62.730
S06-Q20-B008-L001,-34.091
S03-Q14-B009-L014,4.321
S05-Q13-B006-L020,62.515
S04-Q21-B010-L025,95.536
S03-Q14-B009-L015,7.975
S05-Q13-B006-L021,62.232
S03-Q14-B009-L016,6.903
S06-Q20-B008-L002,-34.272
S05-Q13-B006-L022,62.535
S03-Q14-B009-L017,5.762
S01-Q12-B012-L009,-34.992
S05-Q13-B006-L023,63.160
S05-Q13-B006-L024,63.536
S03-Q14-B009-L018,4.918
S04-Q21-B010-L026,95.791
S06-Q20-B008-L003,-34.775
S05-Q13-B006-L025,62.877
S03-Q14-B009-L019,4.598
S03-Q14-B009-L020,4.353
S05-Q13-B006-L026,62.452
S02-Q15-B003-L015,-21.719
S03-Q14-B009-L021,4.451
S05-Q13-B006-L027,61.730
S06-Q20-B008-L004,-35.441
S04-Q21-B010-L027,95.905
S03-Q14-B009-L022,6.999
S05-Q13-B006-L028,61.999
S03-Q14-B009-L023,6.000
S05-Q13-B006-L029,62.665
S03-Q14-B009-L024,4.995
S06-Q20-B008-L005,-33.661
S05-Q13-B006-L030,63.146
S01-Q12-B012-L010,-32.269
S03-Q14-B009-L025,4.055
S04-Q21-B010-L028,93.449
S05-Q13-B006-L031,62.670
S03-Q14-B009-L026,3.492
S03-Q14-B009-L027,3.815
S05-Q13-B006-L032,62.099
S06-Q20-B008-L006,-34.210
S03-Q14-B009-L028,4.077
S05-Q13-B006-L033,61.466
S03-Q14-B009-L029,7.366
S04-Q21-B010-L029,94.363
S05-Q13-B006-L034,61.670
S03-Q14-B009-L030,5.815
S06-Q20-B008-L007,-34.947
S02-Q15-B003-L016,-21.262
S05-Q13-B006-L035,62.127
S03-Q14-B009-L031,4.150
S05-Q13-B006-L036,62.699
S01-Q12-B012-L011,-32.968
S03-Q14-B009-L032,3.266
S04-Q21-B010-L030,94.999
S05-Q13-B006-L037,62.305
S03-Q14-B009-L033,2.939
S06-Q20-B008-L008,-35.701
S03-Q14-B009-L034,3.122
S05-Q13-B006-L038,61.633
S03-Q14-B009-L035,3.713
S05-Q13-B006-L039,61.156
S03-Q14-B009-L036,7.343
S06-Q20-B008-L009,-33.083
S05-Q13-B006-L040,61.138
S04-Q21-B010-L031,95.090
S03-Q14-B009-L037,5.955
S05-Q13-B006-L041,61.281
S03-Q14-B009-L038,4.211
S05-Q13-B006-L042,61.860
S06-Q20-B008-L010,-33.984
S01-Q12-B012-L012,-33.807
S03-Q14-B009-L039,3.210
S05-Q13-B006-L043,61.882
S04-Q21-B011-L001,152.699
S03-Q14-B009-L040,2.880
S02-Q15-B003-L017,-21.157
S05-Q13-B006-L044,61.376
S03-Q14-B009-L041,2.856
S06-Q20-B008-L011,-34.783
S03-Q14-B009-L042,3.673
S05-Q13-B006-L045,60.878
S03-Q14-B009-L043,7.230
S05-Q13-B006-L046,60.801
S04-Q21-B011-L002,151.725
S03-Q14-B009-L044,6.427
S05-Q13-B006-L047,60.789
S06-Q20-B008-L012,-35.313
S03-Q14-B009-L045,5.046
S05-Q13-B006-L048,61.118
S01-Q12-B012-L013,-34.615
S03-Q14-B009-L046,3.665
S05-Q13-B007-L001,46.762
S03-Q14-B009-L047,3.239
S04-Q21-B011-L003,150.843
S06-Q20-B008-L013,-32.669
S05-Q13-B007-L002,45.780
S03-Q14-B009-L048,3.766
S03-Q14-B009-L049,4.374
S05-Q13-B007-L003,44.697
S03-Q14-B009-L050,7.905
S02-Q15-B003-L018,-21.480
S05-Q13-B007-L004,43.713
S06-Q20-B008-L014,-33.682
S04-Q21-B011-L004,151.155
S03-Q14-B009-L051,6.520
S05-Q13-B007-L005,42.867
S03-Q14-B009-L052,5.110
S05-Q13-B007-L006,42.519
S03-Q14-B009-L053,4.068
S01-Q12-B013-L001,-36.407
S06-Q20-B008-L015,-34.372
S05-Q13-B007-L007,45.773
S05-Q13-B007-L008,44.832
S03-Q14-B009-L054,3.774
S04-Q21-B011-L005,150.292
S05-Q13-B007-L009,43.962
S03-Q14-B009-L055,4.266
S06-Q20-B008-L016,-34.982
S03-Q14-B009-L056,5.263
S05-Q13-B007-L010,43.397
S03-Q14-B010-L001,31.350
S05-Q13-B007-L011,42.797
S03-Q14-B010-L002,32.099
S04-Q21-B011-L006,149.090
S05-Q13-B007-L012,42.434
S06-Q20-B008-L017,-31.650
S03-Q14-B010-L003,32.797
S05-Q13-B007-L013,44.848
S02-Q15-B003-L019,-20.442
S03-Q14-B010-L004,33.042
S01-Q12-B013-L002,-35.775
S05-Q13-B007-L014,44.157
S03-Q14-B010-L005,33.063
S06-Q20-B008-L018,-32.503
S05-Q13-B007-L015,43.461
S04-Q21-B011-L007,148.497
S03-Q14-B010-L006,32.473
S05-Q13-B007-L016,42.797
S03-Q14-B010-L007,31.426
S03-Q14-B010-L008,32.142
S05-Q13-B007-L017,42.517
S06-Q20-B008-L019,-33.146
S03-Q14-B010-L009,32.737
S05-Q13-B007-L018,42.158
S04-Q21-B011-L008,149.041
S03-Q14-B010-L010,33.012
S05-Q13-B007-L019,44.282
S03-Q14-B010-L011,32.865
S01-Q12-B013-L003,-36.258
S06-Q20-B008-L020,-33.586
S05-Q13-B007-L020,43.681
S03-Q14-B010-L012,32.461
S05-Q13-B007-L021,42.973
S03-Q14-B010-L013,31.542
S04-Q21-B011-L009,146.808
S02-Q15-B003-L020,-20.647
S05-Q13-B007-L022,42.233
S03-Q14-B010-L014,31.975
S06-Q20-B008-L021,-30.944
S03-Q14-B010-L015,32.371
S05-Q13-B007-L023,41.955
S03-Q14-B010-L016,32.659
S05-Q13-B007-L024,41.596
S04-Q21-B011-L010,145.527
S03-Q14-B010-L017,32.616
S06-Q20-B008-L022,-31.696
S05-Q13-B007-L025,43.658
S03-Q14-B010-L018,32.512
S01-Q12-B013-L004,-36.166
S05-Q13-B007-L026,43.080
S03-Q14-B010-L019,31.224
S05-Q13-B007-L027,42.320
S06-Q20-B008-L023,-32.229
S03-Q14-B010-L020,31.681
S04-Q21-B011-L011,145.733
S05-Q13-B007-L028,41.409
S03-Q14-B010-L021,31.959
S05-Q13-B007-L029,41.049
S03-Q14-B010-L022,32.178
S06-Q20-B008-L024,-32.563
S03-Q14-B010-L023,32.158
S05-Q13-B007-L030,40.769
S02-Q15-B003-L021,-21.109
S04-Q21-B011-L012,146.169
S03-Q14-B010-L024,32.105
S05-Q13-B007-L031,43.393
S03-Q14-B010-L025,30.722
S01-Q12-B013-L005,-36.476
S05-Q13-B007-L032,42.737
S06-Q20-B008-L025,-30.130
S03-Q14-B010-L026,31.167
S05-Q13-B007-L033,41.952
S03-Q14-B010-L027,31.357
S04-Q21-B011-L013,144.273
S05-Q13-B007-L034,40.708
S03-Q14-B010-L028,31.467
S06-Q20-B008-L026,-30.733
S05-Q13-B007-L035,40.063
S03-Q14-B010-L029,31.710
S03-Q14-B010-L030,31.841
S05-Q13-B007-L036,39.713
S03-Q14-B010-L031,30.078
S04-Q21-B011-L014,143.465
S05-Q13-B007-L037,42.805
S06-Q20-B008-L027,-31.258
S03-Q14-B010-L032,30.708
S01-Q12-B013-L006,-36.150
S05-Q13-B007-L038,41.524
S03-Q14-B010-L033,30.771
S02-Q15-B003-L022,-20.151
S05-Q13-B007-L039,40.542
S03-Q14-B010-L034,30.914
S03-Q14-B010-L035,31.324
S06-Q20-B008-L028,-31.458
S05-Q13-B007-L040,39.227
S04-Q21-B011-L015,143.808
S03-Q14-B010-L036,31.419
S05-Q13-B007-L041,38.271
S03-Q14-B010-L037,29.389
S06-Q20-B008-L029,-29.717
S03-Q14-B010-L038,30.094
S05-Q13-B007-L042,38.161
S03-Q14-B010-L039,30.236
S05-Q13-B007-L043,42.209
S04-Q21-B011-L016,144.327
S03-Q14-B010-L040,30.562
S05-Q13-B007-L044,41.066
S01-Q12-B014-L001,-22.544
S06-Q20-B008-L030,-30.245
S03-Q14-B010-L041,30.959
S05-Q13-B007-L045,39.552
S03-Q14-B010-L042,31.249
S05-Q13-B007-L046,38.174
S03-Q14-B010-L043,29.061
S04-Q21-B011-L017,141.058
S06-Q20-B008-L031,-30.612
S05-Q13-B007-L047,37.004
S03-Q14-B010-L044,29.811
S02-Q15-B003-L023,-20.332
S05-Q13-B007-L048,37.489
S03-Q14-B010-L045,30.030
S03-Q14-B010-L046,30.436
S05-Q13-B008-L001,51.040
S06-Q20-B008-L032,-30.791
S04-Q21-B011-L018,140.454
S03-Q14-B010-L047,30.910
S05-Q13-B008-L002,50.424
S01-Q12-B014-L002,-24.719
S03-Q14-B010-L048,31.179
S05-Q13-B008-L003,50.253
S03-Q14-B011-L001,41.400
S06-Q20-B008-L033,-29.805
S05-Q13-B008-L004,50.780
S03-Q14-B011-L002,41.759
S04-Q21-B011-L019,141.176
S05-Q13-B008-L005,50.863
S03-Q14-B011-L003,42.021
S05-Q13-B008-L006,50.580
S03-Q14-B011-L004,41.878
S06-Q20-B008-L034,-30.410
S03-Q14-B011-L005,41.419
S05-Q13-B008-L007,49.466
S03-Q14-B011-L006,40.214
S02-Q15-B003-L024,-20.738
S04-Q21-B011-L020,142.342
S05-Q13-B008-L008,48.684
S01-Q12-B014-L003,-27.053
S03-Q14-B011-L007,40.736
S06-Q20-B008-L035,-30.754
S05-Q13-B008-L009,48.197
S03-Q14-B011-L008,41.128
S05-Q13-B008-L010,48.872
S03-Q14-B011-L009,41.957
S04-Q21-B011-L021,139.749
S05-Q13-B008-L011,49.195
S06-Q20-B008-L036,-30.799
S03-Q14-B011-L010,41.874
S05-Q13-B008-L012,48.992
S03-Q14-B011-L011,41.734
S03-Q14-B011-L012,40.490
S05-Q13-B008-L013,47.474
S06-Q20-B008-L037,-29.838
S03-Q14-B011-L013,39.705
S05-Q13-B008-L014,46.523
S04-Q21-B011-L022,140.712
S01-Q12-B014-L004,-29.065
S03-Q14-B011-L014,40.412
S05-Q13-B008-L015,45.797
S03-Q14-B011-L015,41.473
S05-Q13-B008-L016,47.440
S06-Q20-B008-L038,-30.513
S02-Q15-B004-L001,-33.527
S03-Q14-B011-L016,41.918
S05-Q13-B008-L017,48.212
S04-Q21-B011-L023,139.050
S03-Q14-B011-L017,41.900
S05-Q13-B008-L018,48.514
S03-Q14-B011-L018,40.598
S06-Q20-B008-L039,-30.846
S05-Q13-B008-L019,45.706
S03-Q14-B011-L019,38.426
S03-Q14-B011-L020,39.169
S05-Q13-B008-L020,44.670
S04-Q21-B011-L024,126.066
S01-Q12-B014-L005,-31.102
S03-Q14-B011-L021,40.704
S06-Q20-B008-L040,-30.753
S05-Q13-B008-L021,44.214
S03-Q14-B011-L022,41.272
S05-Q13-B008-L022,45.852
S03-Q14-B011-L023,41.711
S05-Q13-B008-L023,47.469
S05-Q13-B008-L024,47.874
S03-Q14-B011-L024,40.473
S06-Q20-B009-L001,27.289
S04-Q21-B011-L025,124.244
S05-Q13-B008-L025,45.195
S03-Q14-B011-L025,37.172
S02-Q15-B004-L002,-37.639
S05-Q13-B008-L026,44.309
S03-Q14-B011-L026,38.090
S06-Q20-B009-L002,24.682
S03-Q14-B011-L027,39.992
S05-Q13-B008-L027,44.441
S01-Q12-B014-L006,-32.229
S04-Q21-B011-L026,124.763
S03-Q14-B011-L028,40.741
S05-Q13-B008-L028,46.051
S03-Q14-B011-L029,41.131
S05-Q13-B008-L029,48.381
S06-Q20-B009-L003,23.233
S03-Q14-B011-L030,39.899
S05-Q13-B008-L030,48.209
S03-Q14-B011-L031,37.597
S04-Q21-B011-L027,125.826
S05-Q13-B008-L031,46.078
S03-Q14-B011-L032,38.108
S06-Q20-B009-L004,21.864
S05-Q13-B008-L032,44.948
S03-Q14-B011-L033,39.399
S03-Q14-B011-L034,39.974
S05-Q13-B008-L033,45.607
S01-Q12-B014-L007,-22.294
S03-Q14-B011-L035,40.110
S04-Q21-B012-L001,150.990
S05-Q13-B008-L034,47.053
S06-Q20-B009-L005,26.282
S02-Q15-B004-L003,-37.528
S03-Q14-B011-L036,38.933
S05-Q13-B008-L035,49.171
S03-Q14-B011-L037,37.926
S05-Q13-B008-L036,49.122
S03-Q14-B011-L038,38.305
S06-Q20-B009-L006,24.159
S05-Q13-B008-L037,47.095
S04-Q21-B012-L002,149.359
S03-Q14-B011-L039,38.898
S05-Q13-B008-L038,46.576
S03-Q14-B011-L040,38.888
S05-Q13-B008-L039,47.333
S03-Q14-B011-L041,38.441
S06-Q20-B009-L007,22.557
S01-Q12-B014-L008,-22.813
S03-Q14-B011-L042,38.788
S05-Q13-B008-L040,47.726
S04-Q21-B012-L003,146.487
S03-Q14-B011-L043,39.010
S05-Q13-B008-L041,49.276
S03-Q14-B011-L044,38.457
S06-Q20-B009-L008,21.401
S05-Q13-B008-L042,47.966
S03-Q14-B011-L045,38.273
S02-Q15-B004-L004,-36.347
S05-Q13-B008-L043,48.817
S03-Q14-B011-L046,37.266
S04-Q21-B012-L004,145.528
S05-Q13-B008-L044,48.444
S06-Q20-B009-L009,25.557
S03-Q14-B012-L001,42.588
S05-Q13-B008-L045,48.984
S03-Q14-B012-L002,44.583
S01-Q12-B014-L009,-25.036
S03-Q14-B012-L003,45.656
S05-Q13-B008-L046,49.392
S04-Q21-B012-L005,145.332
S06-Q20-B009-L010,23.867
S03-Q14-B012-L004,43.313
S05-Q13-B008-L047,49.446
S03-Q14-B012-L005,41.560
S05-Q13-B008-L048,48.240
S03-Q14-B012-L006,40.274
S05-Q13-B009-L001,21.853
S06-Q20-B009-L011,22.289
S03-Q14-B012-L007,41.967
S04-Q21-B012-L006,149.001
S05-Q13-B009-L002,21.691
S03-Q14-B012-L008,44.391
S05-Q13-B009-L003,22.761
S03-Q14-B012-L009,45.127
S02-Q15-B004-L005,-37.607
S06-Q20-B009-L012,21.347
S01-Q12-B014-L010,-27.040
S05-Q13-B009-L004,23.861
S03-Q14-B012-L010,42.749
S04-Q21-B012-L007,147.467
S03-Q14-B012-L011,41.050
S05-Q13-B009-L005,24.304
S03-Q14-B012-L012,39.807
S06-Q20-B009-L013,25.702
S05-Q13-B009-L006,24.500
S03-Q14-B012-L013,41.188
S05-Q13-B009-L007,21.760
S05-Q13-B009-L008,21.715
S03-Q14-B012-L014,43.084
S04-Q21-B012-L008,146.021
S05-Q13-B009-L009,22.280
S03-Q14-B012-L015,43.176
S06-Q20-B009-L014,23.915
S05-Q13-B009-L010,23.002
S03-Q14-B012-L016,40.838
S05-Q13-B009-L011,23.342
S01-Q12-B014-L011,-29.295
S03-Q14-B012-L017,39.195
S06-Q20-B009-L015,22.741
S03-Q14-B012-L018,38.190
S05-Q13-B009-L012,23.316
S04-Q21-B012-L009,145.158
S03-Q14-B012-L019,40.715
S02-Q15-B004-L006,-37.452
S05-Q13-B009-L013,22.598
S03-Q14-B012-L020,42.099
S05-Q13-B009-L014,22.407
S06-Q20-B009-L016,21.738
S03-Q14-B012-L021,41.811
S05-Q13-B009-L015,22.052
S04-Q21-B012-L010,145.109
S03-Q14-B012-L022,39.474
S05-Q13-B009-L016,22.290
S03-Q14-B012-L023,38.085
S06-Q20-B009-L017,26.285
S05-Q13-B009-L017,22.456
S03-Q14-B012-L024,37.046
S01-Q12-B014-L012,-30.772
S03-Q14-B012-L025,40.877
S05-Q13-B009-L018,21.214
S04-Q21-B012-L011,146.297
S03-Q14-B012-L026,41.307
S05-Q13-B009-L019,23.433
S06-Q20-B009-L018,25.080
S03-Q14-B012-L027,40.214
S05-Q13-B009-L020,22.798
S03-Q14-B012-L028,38.726
S05-Q13-B009-L021,22.513
S02-Q15-B004-L007,-37.568
S03-Q14-B012-L029,37.631
S04-Q21-B012-L012,144.984
S06-Q20-B009-L019,24.160
S05-Q13-B009-L022,22.198
S03-Q14-B012-L030,37.559
S05-Q13-B009-L023,21.296
S03-Q14-B012-L031,40.886
S01-Q12-B014-L013,-20.100
S05-Q13-B009-L024,20.325
S03-Q14-B012-L032,40.602
S06-Q20-B009-L020,23.122
S04-Q21-B012-L013,144.884
S03-Q14-B012-L033,39.683
S05-Q13-B009-L025,24.001
S03-Q14-B012-L034,38.383
S05-Q13-B009-L026,23.185
S03-Q14-B012-L035,38.038
S06-Q20-B009-L021,26.850
S05-Q13-B009-L027,22.276
S03-Q14-B012-L036,37.975
S04-Q21-B012-L014,144.559
S05-Q13-B009-L028,21.095
S03-Q14-B012-L037,41.826
S05-Q13-B009-L029,20.032
S06-Q20-B009-L022,25.957
S03-Q14-B012-L038,40.745
S01-Q12-B014-L014,-20.474
S02-Q15-B004-L008,-37.496
S05-Q13-B009-L030,18.781
S03-Q14-B012-L039,39.351
S04-Q21-B012-L015,144.357
S03-Q14-B012-L040,38.741
S05-Q13-B009-L031,23.990
S06-Q20-B009-L023,25.017
S03-Q14-B012-L041,38.610
S05-Q13-B009-L032,22.846
S03-Q14-B012-L042,39.073
S05-Q13-B009-L033,21.371
S03-Q14-B012-L043,42.341
S05-Q13-B009-L034,20.237
S06-Q20-B009-L024,23.843
S04-Q21-B012-L016,143.509
S03-Q14-B012-L044,40.788
S05-Q13-B009-L035,18.966
S03-Q14-B012-L045,39.615
S01-Q12-B014-L015,-22.792
S05-Q13-B009-L036,17.473
S03-Q14-B012-L046,39.109
S06-Q20-B009-L025,27.626
S03-Q14-B012-L047,39.374
S05-Q13-B009-L037,23.574
S04-Q21-B012-L017,143.254
S03-Q14-B012-L048,39.890
S05-Q13-B009-L038,22.004
S02-Q15-B004-L009,-37.368
S03-Q14-B013-L001,24.451
S06-Q20-B009-L026,26.738
S05-Q13-B009-L039,20.406
S05-Q13-B009-L040,18.682
S03-Q14-B013-L002,24.804
S05-Q13-B009-L041,17.338
S04-Q21-B012-L018,143.131
S03-Q14-B013-L003,25.160
S05-Q13-B009-L042,15.935
S03-Q14-B013-L004,25.619
S06-Q20-B009-L027,25.666
S01-Q12-B014-L016,-24.484
S05-Q13-B009-L043,23.075
S03-Q14-B013-L005,25.586
S05-Q13-B009-L044,21.543
S03-Q14-B013-L006,26.173
S04-Q21-B012-L019,143.653
S06-Q20-B009-L028,24.448
S03-Q14-B013-L007,24.396
S05-Q13-B009-L045,19.512
S03-Q14-B013-L008,24.980
S05-Q13-B009-L046,17.430
S03-Q14-B013-L009,25.459
S05-Q13-B009-L047,16.004
S06-Q20-B009-L029,27.487
S03-Q14-B013-L010,25.701
S04-Q21-B012-L020,143.631
S02-Q15-B004-L010,-37.414
S05-Q13-B009-L048,15.583
S03-Q14-B013-L011,25.607
S01-Q12-B014-L017,-26.553
S05-Q13-B010-L001,30.457
S03-Q14-B013-L012,26.440
S06-Q20-B009-L030,26.568
S05-Q13-B010-L002,30.014
S03-Q14-B013-L013,25.966
S04-Q21-B012-L021,139.479
S03-Q14-B013-L014,26.483
S05-Q13-B010-L003,29.676
S03-Q14-B013-L015,27.235
S05-Q13-B010-L004,29.695
S06-Q20-B009-L031,25.623
S03-Q14-B013-L016,26.257
S05-Q13-B010-L005,29.842
S03-Q14-B013-L017,25.709
S04-Q21-B012-L022,139.829
S05-Q13-B010-L006,30.412
S03-Q14-B013-L018,26.217
S06-Q20-B009-L032,24.427
S01-Q12-B014-L018,-27.794
S05-Q13-B010-L007,29.213
S03-Q14-B013-L019,26.775
S05-Q13-B010-L008,28.754
S03-Q14-B013-L020,28.402
S02-Q15-B004-L011,-37.362
S03-Q14-B013-L021,28.639
S05-Q13-B010-L009,28.322
S04-Q21-B012-L023,140.244
S06-Q20-B009-L033,26.729
S03-Q14-B013-L022,27.122
S05-Q13-B010-L010,28.625
S03-Q14-B013-L023,26.075
S05-Q13-B010-L011,29.213
S03-Q14-B013-L024,25.644
S06-Q20-B009-L034,25.891
S05-Q13-B010-L012,29.677
S04-Q21-B012-L024,140.686
S03-Q14-B013-L025,27.766
S01-Q12-B014-L019,-20.176
S05-Q13-B010-L013,27.671
S03-Q14-B013-L026,29.825
S05-Q13-B010-L014,27.206
S06-Q20-B009-L035,24.869
S03-Q14-B013-L027,29.060
S05-Q13-B010-L015,27.484
S03-Q14-B013-L028,27.481
S04-Q21-B012-L025,141.960
S03-Q14-B013-L029,25.664
S05-Q13-B010-L016,27.864
S06-Q20-B009-L036,23.509
S02-Q15-B004-L012,-37.267
S03-Q14-B013-L030,24.077
S05-Q13-B010-L017,28.411
S03-Q14-B013-L031,28.512
S05-Q13-B010-L018,28.838
S04-Q21-B012-L026,136.515
S03-Q14-B013-L032,30.877
S01-Q12-B014-L020,-19.818
S05-Q13-B010-L019,27.441
S06-Q20-B009-L037,25.978
S03-Q14-B013-L033,29.163
S05-Q13-B010-L020,27.190
S03-Q14-B013-L034,27.289
S05-Q13-B010-L021,27.272
S03-Q14-B013-L035,24.875
S06-Q20-B009-L038,25.181
S04-Q21-B012-L027,137.163
S03-Q14-B013-L036,23.325
S05-Q13-B010-L022,27.418
S03-Q14-B013-L037,27.814
S05-Q13-B010-L023,28.124
S03-Q14-B013-L038,28.745
S06-Q20-B009-L039,23.871
S06-Q20-B009-L040,22.486
S05-Q13-B010-L024,28.846
S03-Q14-B013-L039,28.132
S04-Q21-B012-L028,137.854
S05-Q13-B010-L025,28.357
S01-Q12-B014-L021,-21.572
S02-Q15-B004-L013,-37.289
S03-Q14-B013-L040,26.451
S05-Q13-B010-L026,27.782
S03-Q14-B013-L041,23.603
S06-Q20-B010-L001,45.109
S05-Q13-B010-L027,27.622
S03-Q14-B013-L042,23.319
S04-Q21-B012-L029,138.494
S05-Q13-B010-L028,27.988
S03-Q14-B013-L043,27.210
S06-Q20-B010-L002,44.813
S03-Q14-B013-L044,27.311
S05-Q13-B010-L029,28.433
S03-Q14-B013-L045,27.055
S05-Q13-B010-L030,28.740
S03-Q14-B013-L046,24.703
S05-Q13-B010-L031,29.307
S04-Q21-B012-L030,139.732
S01-Q12-B014-L022,-22.548
S06-Q20-B010-L003,45.042
S03-Q14-B013-L047,22.865
S05-Q13-B010-L032,28.864
S03-Q14-B013-L048,23.477
S05-Q13-B010-L033,28.441
S03-Q14-B014-L001,-21.182
S06-Q20-B010-L004,45.463
S02-Q15-B004-L014,-37.287
S05-Q13-B010-L034,28.678
S03-Q14-B014-L002,-19.664
S04-Q21-B012-L031,133.059
S03-Q14-B014-L003,-18.142
S05-Q13-B010-L035,28.536
S03-Q14-B014-L004,-17.594
S05-Q13-B010-L036,28.377
S06-Q20-B010-L005,44.265
S03-Q14-B014-L005,-17.255
S05-Q13-B010-L037,30.987
S01-Q12-B014-L023,-23.867
S04-Q21-B012-L032,133.639
S03-Q14-B014-L006,-17.376
S05-Q13-B010-L038,30.263
S03-Q14-B014-L007,-21.066
S06-Q20-B010-L006,44.421
S05-Q13-B010-L039,29.562
S03-Q14-B014-L008,-20.000
S05-Q13-B010-L040,28.945
S03-Q14-B014-L009,-18.697
S04-Q21-B012-L033,134.471
S03-Q14-B014-L010,-17.894
S05-Q13-B010-L041,28.609
S06-Q20-B010-L007,44.790
S03-Q14-B014-L011,-17.004
S05-Q13-B010-L042,28.347
S02-Q15-B004-L015,-37.179
S03-Q14-B014-L012,-16.514
S05-Q13-B010-L043,32.250
S01-Q12-B014-L024,-25.068
S03-Q14-B014-L013,-20.525
S04-Q21-B012-L034,135.698
S06-Q20-B010-L008,45.156
S05-Q13-B010-L044,30.727
S03-Q14-B014-L014,-20.030
S05-Q13-B010-L045,29.916
S03-Q14-B014-L015,-18.849
S05-Q13-B010-L046,29.084
S06-Q20-B010-L009,44.176
S03-Q14-B014-L016,-17.672
S04-Q21-B012-L035,136.705
S05-Q13-B010-L047,28.538
S03-Q14-B014-L017,-16.547
S03-Q14-B014-L018,-15.858
S05-Q13-B010-L048,27.491
S06-Q20-B010-L010,44.675
S03-Q14-B014-L019,-18.511
S05-Q13-B011-L001,65.468
S01-Q12-B014-L025,-19.731
S03-Q14-B014-L020,-18.332
S04-Q21-B012-L036,131.027
S05-Q13-B011-L002,65.254
S03-Q14-B014-L021,-18.056
S02-Q15-B004-L016,-37.237
S06-Q20-B010-L011,45.142
S05-Q13-B011-L003,64.911
S03-Q14-B014-L022,-17.846
S05-Q13-B011-L004,63.975
S03-Q14-B014-L023,-16.445
S05-Q13-B011-L005,63.146
S04-Q21-B012-L037,131.587
S03-Q14-B014-L024,-14.498
S06-Q20-B010-L012,45.444
S03-Q14-B014-L025,-17.085
S05-Q13-B011-L006,63.135
S03-Q14-B014-L026,-17.176
S05-Q13-B011-L007,64.778
S05-Q13-B011-L008,64.572
S01-Q12-B014-L026,-19.196
S03-Q14-B014-L027,-17.300
S06-Q20-B010-L013,44.355
S05-Q13-B011-L009,64.386
S04-Q21-B012-L038,132.633
S03-Q14-B014-L028,-17.093
S05-Q13-B011-L010,64.122
S03-Q14-B014-L029,-16.269
S05-Q13-B011-L011,63.388
S03-Q14-B014-L030,-14.185
S06-Q20-B010-L014,44.734
S05-Q13-B011-L012,63.139
S03-Q14-B014-L031,-16.393
S02-Q15-B004-L017,-37.239
S04-Q21-B012-L039,133.871
S03-Q14-B014-L032,-16.539
S05-Q13-B011-L013,63.091
